benchmark,concurrency,session_id,turn,prompt_tokens,completion_tokens,cumulative_context_tokens,latency_s,status
swebench,16,15,0,179,256,435,3.001,ok
swebench,16,15,1,3479,256,3735,5.177,ok
swebench,16,15,2,9041,256,9297,6.872,ok
swebench,16,15,3,16859,256,17115,7.831,ok
swebench,16,15,4,26829,256,27085,9.994,ok
swebench,16,15,5,0,0,0,0.4341616630554199,error:http_400
terminalbench,1,0,0,100,256,356,1.718,ok
terminalbench,1,0,1,3282,256,3538,4.6,ok
terminalbench,1,0,2,8787,256,9043,1.991,ok
terminalbench,1,0,3,16524,256,16780,2.194,ok
terminalbench,1,0,4,26489,256,26745,2.35,ok
terminalbench,1,0,5,0,0,0,0.10430383682250977,error:http_400
terminalbench,2,0,0,102,256,358,1.975,ok
terminalbench,2,0,1,3325,256,3581,2.349,ok
terminalbench,2,0,2,8913,256,9169,2.591,ok
terminalbench,2,0,3,16685,256,16941,2.799,ok
terminalbench,2,0,4,26695,256,26951,3.002,ok
terminalbench,2,0,5,0,0,0,0.08555865287780762,error:http_400
terminalbench,2,1,0,102,256,358,1.988,ok
terminalbench,2,1,1,3423,256,3679,2.349,ok
terminalbench,2,1,2,9008,256,9264,2.6,ok
terminalbench,2,1,3,16723,256,16979,2.792,ok
terminalbench,2,1,4,26841,256,27097,3.005,ok
terminalbench,2,1,5,0,0,0,0.12696385383605957,error:http_400
terminalbench,4,0,0,100,256,356,2.236,ok
terminalbench,4,0,1,3323,256,3579,2.796,ok
terminalbench,4,0,2,8782,256,9038,3.281,ok
terminalbench,4,0,3,16563,256,16819,3.62,ok
terminalbench,4,0,4,26663,256,26919,4.009,ok
terminalbench,4,0,5,0,0,0,0.14879393577575684,error:http_400
terminalbench,4,1,0,102,256,358,2.215,ok
terminalbench,4,1,1,3379,256,3635,2.786,ok
terminalbench,4,1,2,8900,256,9156,3.286,ok
terminalbench,4,1,3,16713,256,16969,3.62,ok
terminalbench,4,1,4,26691,256,26947,4.0,ok
terminalbench,4,1,5,0,0,0,0.09543180465698242,error:http_400
terminalbench,4,2,0,102,256,358,2.233,ok
terminalbench,4,2,1,3391,256,3647,2.794,ok
terminalbench,4,2,2,8925,256,9181,3.276,ok
terminalbench,4,2,3,16623,256,16879,3.62,ok
terminalbench,4,2,4,26639,256,26895,4.006,ok
terminalbench,4,2,5,0,0,0,0.1590428352355957,error:http_400
terminalbench,4,3,0,102,256,358,2.236,ok
terminalbench,4,3,1,3390,256,3646,2.801,ok
terminalbench,4,3,2,8964,256,9220,3.282,ok
terminalbench,4,3,3,16830,256,17086,3.621,ok
terminalbench,4,3,4,26802,256,27058,4.01,ok
terminalbench,4,3,5,0,0,0,0.22953557968139648,error:http_400
terminalbench,8,0,0,102,256,358,2.545,ok
terminalbench,8,0,1,3387,256,3643,3.562,ok
terminalbench,8,0,2,8882,256,9138,4.317,ok
terminalbench,8,0,3,16664,256,16920,5.206,ok
terminalbench,8,0,4,26840,256,27096,6.05,ok
terminalbench,8,0,5,0,0,0,0.22519779205322266,error:http_400
terminalbench,8,1,0,102,256,358,2.513,ok
terminalbench,8,1,1,3329,256,3585,3.563,ok
terminalbench,8,1,2,8821,256,9077,4.305,ok
terminalbench,8,1,3,16574,256,16830,5.208,ok
terminalbench,8,1,4,26702,256,26958,6.038,ok
terminalbench,8,1,5,0,0,0,0.11734962463378906,error:http_400
terminalbench,8,2,0,100,256,356,2.547,ok
terminalbench,8,2,1,3352,256,3608,3.574,ok
terminalbench,8,2,2,8795,256,9051,4.326,ok
terminalbench,8,2,3,16519,256,16775,5.21,ok
terminalbench,8,2,4,26561,256,26817,6.055,ok
terminalbench,8,2,5,0,0,0,0.19600248336791992,error:http_400
terminalbench,8,3,0,100,256,356,2.542,ok
terminalbench,8,3,1,3374,256,3630,3.557,ok
terminalbench,8,3,2,8813,256,9069,4.311,ok
terminalbench,8,3,3,16567,256,16823,5.21,ok
terminalbench,8,3,4,26504,256,26760,6.048,ok
terminalbench,8,3,5,0,0,0,0.2371368408203125,error:http_400
terminalbench,8,4,0,102,256,358,2.548,ok
terminalbench,8,4,1,3422,256,3678,3.567,ok
terminalbench,8,4,2,8817,256,9073,4.324,ok
terminalbench,8,4,3,16555,256,16811,5.21,ok
terminalbench,8,4,4,26584,256,26840,6.055,ok
terminalbench,8,4,5,0,0,0,0.20325827598571777,error:http_400
terminalbench,8,5,0,100,256,356,2.545,ok
terminalbench,8,5,1,3344,256,3600,3.564,ok
terminalbench,8,5,2,8811,256,9067,4.32,ok
terminalbench,8,5,3,16653,256,16909,5.21,ok
terminalbench,8,5,4,26679,256,26935,6.051,ok
terminalbench,8,5,5,0,0,0,0.21641778945922852,error:http_400
terminalbench,8,6,0,100,256,356,2.535,ok
terminalbench,8,6,1,3350,256,3606,3.559,ok
terminalbench,8,6,2,8870,256,9126,4.303,ok
terminalbench,8,6,3,16647,256,16903,5.208,ok
terminalbench,8,6,4,26582,256,26838,6.04,ok
terminalbench,8,6,5,0,0,0,0.2558140754699707,error:http_400
terminalbench,8,7,0,102,256,358,2.537,ok
terminalbench,8,7,1,3435,256,3691,3.586,ok
terminalbench,8,7,2,8973,256,9229,4.328,ok
terminalbench,8,7,3,16723,256,16979,5.212,ok
terminalbench,8,7,4,26636,256,26892,6.057,ok
terminalbench,8,7,5,0,0,0,0.1868293285369873,error:http_400
terminalbench,16,0,0,100,256,356,3.127,ok
terminalbench,16,0,1,3400,256,3656,5.151,ok
terminalbench,16,0,2,8927,256,9183,6.65,ok
terminalbench,16,0,3,16695,256,16951,8.365,ok
terminalbench,16,0,4,26671,256,26927,10.0,ok
terminalbench,16,0,5,0,0,0,0.18941617012023926,error:http_400
terminalbench,16,1,0,102,256,358,3.125,ok
terminalbench,16,1,1,3377,256,3633,5.156,ok
terminalbench,16,1,2,8888,256,9144,6.637,ok
terminalbench,16,1,3,16654,256,16910,8.361,ok
terminalbench,16,1,4,26633,256,26889,10.003,ok
terminalbench,16,1,5,0,0,0,0.20140600204467773,error:http_400
terminalbench,16,2,0,102,256,358,3.122,ok
terminalbench,16,2,1,3379,256,3635,5.139,ok
terminalbench,16,2,2,8956,256,9212,6.639,ok
terminalbench,16,2,3,16659,256,16915,8.363,ok
terminalbench,16,2,4,26676,256,26932,10.001,ok
terminalbench,16,2,5,0,0,0,0.13711833953857422,error:http_400
terminalbench,16,3,0,100,256,356,3.141,ok
terminalbench,16,3,1,3363,256,3619,5.465,ok
terminalbench,16,3,2,8871,256,9127,6.382,ok
terminalbench,16,3,3,16594,256,16850,9.426,ok
terminalbench,16,3,4,26691,256,26947,9.024,ok
terminalbench,16,3,5,0,0,0,0.48059511184692383,error:http_400
terminalbench,16,4,0,102,256,358,3.134,ok
terminalbench,16,4,1,3418,256,3674,5.167,ok
terminalbench,16,4,2,8895,256,9151,6.674,ok
terminalbench,16,4,3,16620,256,16876,8.373,ok
terminalbench,16,4,4,26643,256,26899,10.016,ok
terminalbench,16,4,5,0,0,0,0.2638587951660156,error:http_400
terminalbench,16,5,0,102,256,358,3.088,ok
terminalbench,16,5,1,3421,256,3677,5.141,ok
terminalbench,16,5,2,8942,256,9198,6.63,ok
terminalbench,16,5,3,16707,256,16963,8.36,ok
terminalbench,16,5,4,26769,256,27025,10.0,ok
terminalbench,16,5,5,0,0,0,0.10270571708679199,error:http_400
terminalbench,16,6,0,102,256,358,3.141,ok
terminalbench,16,6,1,3351,256,3607,5.47,ok
terminalbench,16,6,2,8846,256,9102,6.384,ok
terminalbench,16,6,3,16623,256,16879,9.727,ok
terminalbench,16,6,4,26606,256,26862,8.721,ok
terminalbench,16,6,5,0,0,0,0.47283339500427246,error:http_400
terminalbench,16,7,0,100,256,356,3.115,ok
terminalbench,16,7,1,3418,256,3674,5.139,ok
terminalbench,16,7,2,8979,256,9235,6.629,ok
terminalbench,16,7,3,16730,256,16986,8.363,ok
terminalbench,16,7,4,26772,256,27028,9.998,ok
terminalbench,16,7,5,0,0,0,0.15388083457946777,error:http_400
terminalbench,16,8,0,102,256,358,3.137,ok
terminalbench,16,8,1,3362,256,3618,5.477,ok
terminalbench,16,8,2,8823,256,9079,6.378,ok
terminalbench,16,8,3,16600,256,16856,8.783,ok
terminalbench,16,8,4,26582,256,26838,9.629,ok
terminalbench,16,8,5,0,0,0,0.3692328929901123,error:http_400
terminalbench,16,9,0,102,256,358,3.133,ok
terminalbench,16,9,1,3406,256,3662,5.394,ok
terminalbench,16,9,2,8967,256,9223,6.454,ok
terminalbench,16,9,3,16711,256,16967,8.369,ok
terminalbench,16,9,4,26648,256,26904,10.035,ok
terminalbench,16,9,5,0,0,0,0.31469106674194336,error:http_400
terminalbench,16,10,0,102,256,358,3.12,ok
terminalbench,16,10,1,3372,256,3628,5.164,ok
terminalbench,16,10,2,8856,256,9112,6.654,ok
terminalbench,16,10,3,16586,256,16842,8.364,ok
terminalbench,16,10,4,26558,256,26814,10.018,ok
terminalbench,16,10,5,0,0,0,0.23224878311157227,error:http_400
terminalbench,16,11,0,100,256,356,3.134,ok
terminalbench,16,11,1,3386,256,3642,5.154,ok
terminalbench,16,11,2,8929,256,9185,6.667,ok
terminalbench,16,11,3,16666,256,16922,8.379,ok
terminalbench,16,11,4,26713,256,26969,10.015,ok
terminalbench,16,11,5,0,0,0,0.2765069007873535,error:http_400
terminalbench,16,12,0,100,256,356,3.14,ok
terminalbench,16,12,1,3439,256,3695,5.757,ok
terminalbench,16,12,2,8973,256,9229,6.1,ok
terminalbench,16,12,3,16738,256,16994,10.049,ok
terminalbench,16,12,4,26721,256,26977,8.4,ok
terminalbench,16,12,5,0,0,0,0.4641268253326416,error:http_400
terminalbench,16,13,0,102,256,358,3.124,ok
terminalbench,16,13,1,3393,256,3649,5.17,ok
terminalbench,16,13,2,8883,256,9139,6.669,ok
terminalbench,16,13,3,16683,256,16939,9.119,ok
terminalbench,16,13,4,26692,256,26948,9.33,ok
terminalbench,16,13,5,0,0,0,0.35822272300720215,error:http_400
terminalbench,16,14,0,102,256,358,3.125,ok
terminalbench,16,14,1,3379,256,3635,5.16,ok
terminalbench,16,14,2,8910,256,9166,6.663,ok
terminalbench,16,14,3,16682,256,16938,8.366,ok
terminalbench,16,14,4,26683,256,26939,10.015,ok
terminalbench,16,14,5,0,0,0,0.22220158576965332,error:http_400
terminalbench,16,15,0,102,256,358,3.122,ok
terminalbench,16,15,1,3393,256,3649,5.399,ok
terminalbench,16,15,2,8901,256,9157,6.455,ok
terminalbench,16,15,3,16549,256,16805,8.697,ok
terminalbench,16,15,4,26528,256,26784,9.716,ok
terminalbench,16,15,5,0,0,0,0.3076164722442627,error:http_400
livecodebench,1,0,0,174,256,430,1.8,ok
livecodebench,1,0,1,3468,256,3724,1.941,ok
livecodebench,1,0,2,8975,256,9231,2.027,ok
livecodebench,1,0,3,16753,256,17009,2.141,ok
livecodebench,1,0,4,26774,256,27030,2.26,ok
livecodebench,1,0,5,0,0,0,0.08861804008483887,error:http_400
livecodebench,2,0,0,174,256,430,2.107,ok
livecodebench,2,0,1,3449,256,3705,2.417,ok
livecodebench,2,0,2,8935,256,9191,2.596,ok
livecodebench,2,0,3,16669,256,16925,2.79,ok
livecodebench,2,0,4,26770,256,27026,3.006,ok
livecodebench,2,0,5,0,0,0,0.0968620777130127,error:http_400
livecodebench,2,1,0,174,256,430,2.131,ok
livecodebench,2,1,1,3496,256,3752,2.405,ok
livecodebench,2,1,2,9014,256,9270,2.596,ok
livecodebench,2,1,3,16793,256,17049,2.79,ok
livecodebench,2,1,4,26805,256,27061,3.009,ok
livecodebench,2,1,5,0,0,0,0.14746427536010742,error:http_400
livecodebench,4,0,0,174,256,430,2.257,ok
livecodebench,4,0,1,3448,256,3704,2.837,ok
livecodebench,4,0,2,9019,256,9275,3.26,ok
livecodebench,4,0,3,16778,256,17034,3.551,ok
livecodebench,4,0,4,26788,256,27044,4.013,ok
livecodebench,4,0,5,0,0,0,0.15271210670471191,error:http_400
livecodebench,4,1,0,174,256,430,2.236,ok
livecodebench,4,1,1,3458,256,3714,2.836,ok
livecodebench,4,1,2,9003,256,9259,3.255,ok
livecodebench,4,1,3,16844,256,17100,3.553,ok
livecodebench,4,1,4,26808,256,27064,4.012,ok
livecodebench,4,1,5,0,0,0,0.10085535049438477,error:http_400
livecodebench,4,2,0,174,256,430,2.253,ok
livecodebench,4,2,1,3474,256,3730,2.835,ok
livecodebench,4,2,2,9103,256,9359,3.254,ok
livecodebench,4,2,3,16861,256,17117,3.554,ok
livecodebench,4,2,4,26914,256,27170,4.012,ok
livecodebench,4,2,5,0,0,0,0.1612532138824463,error:http_400
livecodebench,4,3,0,174,256,430,2.258,ok
livecodebench,4,3,1,3448,256,3704,2.841,ok
livecodebench,4,3,2,9007,256,9263,3.261,ok
livecodebench,4,3,3,16858,256,17114,3.553,ok
livecodebench,4,3,4,26843,256,27099,4.016,ok
livecodebench,4,3,5,0,0,0,0.2437131404876709,error:http_400
livecodebench,8,0,0,174,256,430,2.483,ok
livecodebench,8,0,1,3469,256,3725,3.619,ok
livecodebench,8,0,2,8989,256,9245,4.384,ok
livecodebench,8,0,3,16741,256,16997,5.191,ok
livecodebench,8,0,4,26716,256,26972,5.975,ok
livecodebench,8,0,5,0,0,0,0.47782278060913086,error:http_400
livecodebench,8,1,0,174,256,430,2.455,ok
livecodebench,8,1,1,3448,256,3704,3.604,ok
livecodebench,8,1,2,8947,256,9203,4.37,ok
livecodebench,8,1,3,16627,256,16883,5.189,ok
livecodebench,8,1,4,26594,256,26850,5.954,ok
livecodebench,8,1,5,0,0,0,0.12595272064208984,error:http_400
livecodebench,8,2,0,174,256,430,2.478,ok
livecodebench,8,2,1,3468,256,3724,3.613,ok
livecodebench,8,2,2,8934,256,9190,4.382,ok
livecodebench,8,2,3,16658,256,16914,5.187,ok
livecodebench,8,2,4,26692,256,26948,5.973,ok
livecodebench,8,2,5,0,0,0,0.26391005516052246,error:http_400
livecodebench,8,3,0,174,256,430,2.472,ok
livecodebench,8,3,1,3444,256,3700,3.621,ok
livecodebench,8,3,2,9010,256,9266,4.384,ok
livecodebench,8,3,3,16724,256,16980,5.19,ok
livecodebench,8,3,4,26784,256,27040,5.974,ok
livecodebench,8,3,5,0,0,0,0.25541043281555176,error:http_400
livecodebench,8,4,0,174,256,430,2.479,ok
livecodebench,8,4,1,3434,256,3690,3.628,ok
livecodebench,8,4,2,8976,256,9232,4.385,ok
livecodebench,8,4,3,16674,256,16930,5.192,ok
livecodebench,8,4,4,26609,256,26865,5.977,ok
livecodebench,8,4,5,0,0,0,0.33235597610473633,error:http_400
livecodebench,8,5,0,174,256,430,2.47,ok
livecodebench,8,5,1,3475,256,3731,3.612,ok
livecodebench,8,5,2,8941,256,9197,4.378,ok
livecodebench,8,5,3,16835,256,17091,5.19,ok
livecodebench,8,5,4,26885,256,27141,5.952,ok
livecodebench,8,5,5,0,0,0,0.2001965045928955,error:http_400
livecodebench,8,6,0,174,256,430,2.483,ok
livecodebench,8,6,1,3405,256,3661,3.621,ok
livecodebench,8,6,2,8942,256,9198,4.394,ok
livecodebench,8,6,3,16681,256,16937,5.194,ok
livecodebench,8,6,4,26603,256,26859,5.979,ok
livecodebench,8,6,5,0,0,0,0.32530879974365234,error:http_400
livecodebench,8,7,0,174,256,430,2.466,ok
livecodebench,8,7,1,3462,256,3718,3.611,ok
livecodebench,8,7,2,8970,256,9226,4.37,ok
livecodebench,8,7,3,16724,256,16980,5.188,ok
livecodebench,8,7,4,26678,256,26934,5.956,ok
livecodebench,8,7,5,0,0,0,0.2103900909423828,error:http_400
livecodebench,16,0,0,174,256,430,2.862,ok
livecodebench,16,0,1,3457,256,3713,5.137,ok
livecodebench,16,0,2,8944,256,9200,6.627,ok
livecodebench,16,0,3,16687,256,16943,8.226,ok
livecodebench,16,0,4,26681,256,26937,10.005,ok
livecodebench,16,0,5,0,0,0,0.24494600296020508,error:http_400
livecodebench,16,1,0,174,256,430,2.814,ok
livecodebench,16,1,1,3408,256,3664,5.142,ok
livecodebench,16,1,2,8935,256,9191,6.612,ok
livecodebench,16,1,3,16807,256,17063,8.212,ok
livecodebench,16,1,4,26847,256,27103,10.003,ok
livecodebench,16,1,5,0,0,0,0.11274886131286621,error:http_400
livecodebench,16,2,0,174,256,430,2.872,ok
livecodebench,16,2,1,3494,256,3750,5.157,ok
livecodebench,16,2,2,8954,256,9210,6.653,ok
livecodebench,16,2,3,16693,256,16949,8.569,ok
livecodebench,16,2,4,26598,256,26854,9.713,ok
livecodebench,16,2,5,0,0,0,0.42060375213623047,error:http_400
livecodebench,16,3,0,174,256,430,2.865,ok
livecodebench,16,3,1,3505,256,3761,5.155,ok
livecodebench,16,3,2,9087,256,9343,6.656,ok
livecodebench,16,3,3,16967,256,17223,8.257,ok
livecodebench,16,3,4,27101,256,27357,10.023,ok
livecodebench,16,3,5,0,0,0,0.426983118057251,error:http_400
livecodebench,16,4,0,174,256,430,2.87,ok
livecodebench,16,4,1,3460,256,3716,5.166,ok
livecodebench,16,4,2,9073,256,9329,6.622,ok
livecodebench,16,4,3,16835,256,17091,8.259,ok
livecodebench,16,4,4,26795,256,27051,10.004,ok
livecodebench,16,4,5,0,0,0,0.38022422790527344,error:http_400
livecodebench,16,5,0,174,256,430,2.85,ok
livecodebench,16,5,1,3450,256,3706,5.143,ok
livecodebench,16,5,2,8884,256,9140,6.624,ok
livecodebench,16,5,3,16636,256,16892,8.217,ok
livecodebench,16,5,4,26661,256,26917,10.004,ok
livecodebench,16,5,5,0,0,0,0.26017117500305176,error:http_400
livecodebench,16,6,0,174,256,430,2.851,ok
livecodebench,16,6,1,3464,256,3720,5.187,ok
livecodebench,16,6,2,9007,256,9263,6.626,ok
livecodebench,16,6,3,16832,256,17088,8.258,ok
livecodebench,16,6,4,26784,256,27040,10.018,ok
livecodebench,16,6,5,0,0,0,0.3579239845275879,error:http_400
livecodebench,16,7,0,174,256,430,2.848,ok
livecodebench,16,7,1,3423,256,3679,5.134,ok
livecodebench,16,7,2,8982,256,9238,6.62,ok
livecodebench,16,7,3,16697,256,16953,8.217,ok
livecodebench,16,7,4,26703,256,26959,10.002,ok
livecodebench,16,7,5,0,0,0,0.17436909675598145,error:http_400
livecodebench,16,8,0,174,256,430,2.86,ok
livecodebench,16,8,1,3428,256,3684,5.383,ok
livecodebench,16,8,2,8990,256,9246,7.136,ok
livecodebench,16,8,3,16776,256,17032,8.923,ok
livecodebench,16,8,4,26803,256,27059,8.71,ok
