timestamp,gpu_idx,used_mib,total_mib,util_pct
2026-02-25T22:41:17.935697+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:17.935697+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:18.166438+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:18.166438+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:18.398335+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:18.398335+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:18.629747+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:18.629747+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:18.861868+00:00,0,91146.0,95830.0,99.0
2026-02-25T22:41:18.861868+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:19.092677+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:19.092677+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:19.324480+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:19.324480+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:19.556244+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:19.556244+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:19.788081+00:00,0,91146.0,95830.0,96.0
2026-02-25T22:41:19.788081+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:20.020802+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:20.020802+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:20.251757+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:20.251757+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:20.485502+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:20.485502+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:20.717833+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:20.717833+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:20.948596+00:00,0,91146.0,95830.0,88.0
2026-02-25T22:41:20.948596+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:21.180079+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:21.180079+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:21.410485+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:21.410485+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:21.641151+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:21.641151+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:21.870741+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:21.870741+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:22.098135+00:00,0,91146.0,95830.0,25.0
2026-02-25T22:41:22.098135+00:00,1,91152.0,95830.0,65.0
2026-02-25T22:41:22.324601+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:22.324601+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:22.550918+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:22.550918+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:22.777254+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:22.777254+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:23.003686+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:23.003686+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:23.229896+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:23.229896+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:23.456240+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:23.456240+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:23.682495+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:23.682495+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:23.908802+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:23.908802+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:24.143567+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:24.143567+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:24.377914+00:00,0,91146.0,95830.0,92.0
2026-02-25T22:41:24.377914+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:24.609409+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:24.609409+00:00,1,91152.0,95830.0,80.0
2026-02-25T22:41:24.840053+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:24.840053+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:25.070512+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:25.070512+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:25.300998+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:25.300998+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:25.531529+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:25.531529+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:25.762144+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:25.762144+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:25.992263+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:25.992263+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:26.222440+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:26.222440+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:26.455299+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:26.455299+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:26.688027+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:26.688027+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:26.918916+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:26.918916+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:27.150021+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:27.150021+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:27.383320+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:27.383320+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:27.616191+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:27.616191+00:00,1,91152.0,95830.0,96.0
2026-02-25T22:41:27.850351+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:27.850351+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:28.081649+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:28.081649+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:28.316259+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:28.316259+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:28.549693+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:28.549693+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:28.781865+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:28.781865+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:29.013361+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:29.013361+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:29.248317+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:29.248317+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:29.481450+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:29.481450+00:00,1,91152.0,95830.0,97.0
2026-02-25T22:41:29.714355+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:29.714355+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:29.946530+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:29.946530+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:30.178840+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:30.178840+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:30.410430+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:30.410430+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:30.645817+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:30.645817+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:30.878802+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:30.878802+00:00,1,91152.0,95830.0,79.0
2026-02-25T22:41:31.108424+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:31.108424+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:31.336039+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:31.336039+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:31.563088+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:31.563088+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:31.790016+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:31.790016+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:32.017111+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:32.017111+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:32.244028+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:32.244028+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:32.473333+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:32.473333+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:32.700510+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:32.700510+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:32.933780+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:32.933780+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:33.166522+00:00,0,91146.0,95830.0,86.0
2026-02-25T22:41:33.166522+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:33.400261+00:00,0,91146.0,95830.0,99.0
2026-02-25T22:41:33.400261+00:00,1,91152.0,95830.0,96.0
2026-02-25T22:41:33.634420+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:33.634420+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:33.867269+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:33.867269+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:34.098503+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:34.098503+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:34.329418+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:34.329418+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:34.561691+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:34.561691+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:34.794037+00:00,0,91146.0,95830.0,99.0
2026-02-25T22:41:34.794037+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:35.027009+00:00,0,91146.0,95830.0,99.0
2026-02-25T22:41:35.027009+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:35.259340+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:35.259340+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:35.490878+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:35.490878+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:35.722401+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:35.722401+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:35.955056+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:35.955056+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:36.189893+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:36.189893+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:36.422559+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:36.422559+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:36.654758+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:36.654758+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:36.887282+00:00,0,91146.0,95830.0,99.0
2026-02-25T22:41:36.887282+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:37.120335+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:37.120335+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:37.351772+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:37.351772+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:37.584187+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:37.584187+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:37.815593+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:37.815593+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:38.046374+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:38.046374+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:38.275854+00:00,0,91146.0,95830.0,97.0
2026-02-25T22:41:38.275854+00:00,1,91152.0,95830.0,78.0
2026-02-25T22:41:38.509309+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:38.509309+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:38.742017+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:38.742017+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:38.972996+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:38.972996+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:39.204447+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:39.204447+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:39.435461+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:39.435461+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:39.662919+00:00,0,91146.0,95830.0,56.0
2026-02-25T22:41:39.662919+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:39.890847+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:39.890847+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:40.116203+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:40.116203+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:40.341218+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:40.341218+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:40.568254+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:40.568254+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:40.795412+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:40.795412+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:41.022599+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:41.022599+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:41.251611+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:41.251611+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:41.480023+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:41.480023+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:41.708410+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:41.708410+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:41.940912+00:00,0,91146.0,95830.0,76.0
2026-02-25T22:41:41.940912+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:42.175596+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:42.175596+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:42.409084+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:42.409084+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:42.643488+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:42.643488+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:42.876494+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:42.876494+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:43.111469+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:43.111469+00:00,1,91152.0,95830.0,98.0
2026-02-25T22:41:43.343908+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:43.343908+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:43.575896+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:43.575896+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:43.807610+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:43.807610+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:44.039556+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:44.039556+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:44.271869+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:44.271869+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:44.504123+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:44.504123+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:44.735440+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:44.735440+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:44.966923+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:44.966923+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:45.198870+00:00,0,91146.0,95830.0,96.0
2026-02-25T22:41:45.198870+00:00,1,91152.0,95830.0,97.0
2026-02-25T22:41:45.430134+00:00,0,91146.0,95830.0,98.0
2026-02-25T22:41:45.430134+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:45.662411+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:45.662411+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:45.894800+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:45.894800+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:46.129749+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:46.129749+00:00,1,91152.0,95830.0,99.0
2026-02-25T22:41:46.361133+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:46.361133+00:00,1,91152.0,95830.0,92.0
2026-02-25T22:41:46.594473+00:00,0,91146.0,95830.0,78.0
2026-02-25T22:41:46.594473+00:00,1,91152.0,95830.0,59.0
2026-02-25T22:41:46.826804+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:46.826804+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:47.058298+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:47.058298+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:47.289845+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:47.289845+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:47.521104+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:47.521104+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:47.752751+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:47.752751+00:00,1,91152.0,95830.0,100.0
2026-02-25T22:41:47.980256+00:00,0,91146.0,95830.0,100.0
2026-02-25T22:41:47.980256+00:00,1,91152.0,95830.0,47.0
2026-02-25T22:41:48.206799+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:48.206799+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:48.433341+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:48.433341+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:48.660684+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:48.660684+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:48.888460+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:48.888460+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:49.117410+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:49.117410+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:49.344838+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:49.344838+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:49.572622+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:49.572622+00:00,1,91152.0,95830.0,0.0
2026-02-25T22:41:49.800320+00:00,0,91146.0,95830.0,0.0
2026-02-25T22:41:49.800320+00:00,1,91152.0,95830.0,0.0
