benchmark,concurrency,session_id,turn,prompt_tokens,completion_tokens,cumulative_context_tokens,latency_s,status
swebench,32,16,1,6662,512,7174,18.519,ok
swebench,32,16,2,16865,512,17377,28.923,ok
swebench,32,16,3,30902,481,31383,31.946,ok
swebench,32,17,0,179,512,691,9.884,ok
swebench,32,17,1,6699,398,7097,15.519,ok
swebench,32,17,2,16909,478,17387,26.09,ok
swebench,32,17,3,30925,512,31437,37.851,ok
swebench,32,18,0,179,512,691,9.872,ok
swebench,32,18,1,6730,512,7242,24.879,ok
swebench,32,18,2,17108,512,17620,36.118,ok
swebench,32,18,3,31170,512,31682,32.217,ok
swebench,32,19,0,179,427,606,7.267,ok
swebench,32,19,1,6685,512,7197,18.783,ok
swebench,32,19,2,16958,512,17470,30.005,ok
swebench,32,19,3,31035,512,31547,37.251,ok
swebench,32,20,0,179,512,691,9.93,ok
swebench,32,20,1,6708,457,7165,21.097,ok
swebench,32,20,2,16844,512,17356,33.418,ok
swebench,32,20,3,30933,512,31445,33.3,ok
swebench,32,21,0,179,512,691,9.898,ok
swebench,32,21,1,6713,512,7225,27.664,ok
swebench,32,21,2,17003,507,17510,35.289,ok
swebench,32,21,3,30970,512,31482,30.807,ok
swebench,32,22,0,179,512,691,9.921,ok
swebench,32,22,1,6673,495,7168,23.252,ok
swebench,32,22,2,17021,512,17533,35.885,ok
swebench,32,22,3,30899,512,31411,33.501,ok
swebench,32,23,0,179,512,691,9.868,ok
swebench,32,23,1,6732,348,7080,13.155,ok
swebench,32,23,2,16853,422,17275,21.699,ok
swebench,32,23,3,30891,461,31352,35.854,ok
swebench,32,24,0,179,512,691,9.911,ok
swebench,32,24,1,6742,512,7254,27.036,ok
swebench,32,24,2,16938,512,17450,36.546,ok
swebench,32,24,3,30988,512,31500,30.31,ok
swebench,32,25,0,179,512,691,9.931,ok
swebench,32,25,1,6795,512,7307,24.857,ok
swebench,32,25,2,17115,512,17627,37.395,ok
swebench,32,25,3,31204,512,31716,31.108,ok
swebench,32,26,0,179,512,691,9.886,ok
swebench,32,26,1,6687,447,7134,18.092,ok
swebench,32,26,2,16841,495,17336,31.019,ok
swebench,32,26,3,30897,498,31395,37.651,ok
swebench,32,27,0,179,512,691,9.922,ok
swebench,32,27,1,6650,447,7097,18.524,ok
swebench,32,27,2,16840,512,17352,33.359,ok
swebench,32,27,3,30749,502,31251,35.427,ok
swebench,32,28,0,179,450,629,7.934,ok
swebench,32,28,1,6666,422,7088,14.464,ok
swebench,32,28,2,16810,512,17322,25.124,ok
swebench,32,28,3,30900,512,31412,38.677,ok
swebench,32,29,0,179,512,691,9.893,ok
swebench,32,29,1,6687,451,7138,19.475,ok
swebench,32,29,2,16743,512,17255,32.752,ok
swebench,32,29,3,30735,512,31247,35.519,ok
swebench,32,30,0,179,512,691,9.9,ok
swebench,32,30,1,6809,424,7233,17.222,ok
swebench,32,30,2,17074,512,17586,30.46,ok
swebench,32,30,3,31098,512,31610,38.249,ok
swebench,32,31,0,179,512,691,9.873,ok
swebench,32,31,1,6718,512,7230,24.894,ok
swebench,32,31,2,17055,512,17567,36.771,ok
swebench,32,31,3,30996,512,31508,31.715,ok
swebench,64,0,0,179,512,691,14.015,ok
swebench,64,0,1,6662,512,7174,48.03,ok
swebench,64,0,2,16821,512,17333,70.496,ok
swebench,64,0,3,30827,512,31339,79.908,ok
swebench,64,1,0,179,512,691,14.005,ok
swebench,64,1,1,6700,468,7168,37.411,ok
swebench,64,1,2,17004,512,17516,43.925,ok
swebench,64,1,3,31011,512,31523,95.631,ok
swebench,64,2,0,179,512,691,14.006,ok
swebench,64,2,1,6743,512,7255,46.704,ok
swebench,64,2,2,16934,502,17436,67.255,ok
swebench,64,2,3,30863,506,31369,83.804,ok
swebench,64,3,0,179,512,691,14.011,ok
swebench,64,3,1,6725,512,7237,47.435,ok
swebench,64,3,2,17078,512,17590,70.241,ok
swebench,64,3,3,31049,512,31561,80.723,ok
swebench,64,4,0,179,512,691,14.001,ok
swebench,64,4,1,6656,449,7105,34.661,ok
swebench,64,4,2,16845,512,17357,42.837,ok
swebench,64,4,3,30687,512,31199,84.192,ok
swebench,64,5,0,179,478,657,12.253,ok
swebench,64,5,1,6679,446,7125,25.489,ok
swebench,64,5,2,16875,512,17387,39.624,ok
swebench,64,5,3,30916,512,31428,74.077,ok
swebench,64,6,0,179,512,691,14.008,ok
swebench,64,6,1,6695,512,7207,47.415,ok
swebench,64,6,2,16980,512,17492,69.296,ok
swebench,64,6,3,30809,512,31321,81.389,ok
swebench,64,7,0,179,512,691,13.963,ok
swebench,64,7,1,6715,474,7189,35.68,ok
swebench,64,7,2,16963,512,17475,43.4,ok
swebench,64,7,3,30984,481,31465,91.817,ok
swebench,64,8,0,179,512,691,13.964,ok
swebench,64,8,1,6667,489,7156,38.099,ok
swebench,64,8,2,16987,512,17499,45.169,ok
swebench,64,8,3,30881,512,31393,96.432,ok
swebench,64,9,0,179,512,691,13.952,ok
swebench,64,9,1,6757,436,7193,30.197,ok
swebench,64,9,2,16983,463,17446,35.117,ok
swebench,64,9,3,30916,512,31428,75.164,ok
swebench,64,10,0,179,512,691,13.921,ok
swebench,64,10,1,6699,430,7129,28.275,ok
swebench,64,10,2,16853,512,17365,40.122,ok
swebench,64,10,3,30931,512,31443,78.667,ok
swebench,64,11,0,179,512,691,13.975,ok
swebench,64,11,1,6755,512,7267,44.346,ok
swebench,64,11,2,17015,512,17527,66.004,ok
swebench,64,11,3,31106,480,31586,86.925,ok
swebench,64,12,0,179,512,691,13.969,ok
swebench,64,12,1,6690,512,7202,43.13,ok
swebench,64,12,2,16904,512,17416,64.429,ok
swebench,64,12,3,30843,512,31355,89.902,ok
swebench,64,13,0,179,512,691,13.965,ok
swebench,64,13,1,6677,512,7189,42.813,ok
swebench,64,13,2,16958,512,17470,61.884,ok
swebench,64,13,3,30978,512,31490,90.689,ok
swebench,64,14,0,179,512,691,13.948,ok
swebench,64,14,1,6723,512,7235,40.276,ok
swebench,64,14,2,17046,512,17558,60.812,ok
swebench,64,14,3,31022,512,31534,90.765,ok
swebench,64,15,0,179,512,691,13.98,ok
swebench,64,15,1,6796,480,7276,38.534,ok
swebench,64,15,2,17005,512,17517,46.344,ok
swebench,64,15,3,31016,497,31513,93.842,ok
swebench,64,16,0,179,512,691,13.884,ok
swebench,64,16,1,6820,491,7311,35.775,ok
swebench,64,16,2,17040,498,17538,41.075,ok
swebench,64,16,3,30921,512,31433,83.663,ok
swebench,64,17,0,179,512,691,13.936,ok
swebench,64,17,1,6784,512,7296,39.361,ok
swebench,64,17,2,17044,512,17556,46.405,ok
swebench,64,17,3,31003,512,31515,99.295,ok
swebench,64,18,0,179,512,691,13.966,ok
swebench,64,18,1,6794,512,7306,42.844,ok
swebench,64,18,2,17075,512,17587,63.384,ok
swebench,64,18,3,31016,512,31528,90.662,ok
swebench,64,19,0,179,466,645,11.082,ok
swebench,64,19,1,6704,512,7216,32.763,ok
swebench,64,19,2,16908,512,17420,40.159,ok
swebench,64,19,3,30915,512,31427,80.03,ok
swebench,64,20,0,179,438,617,9.403,ok
swebench,64,20,1,6577,512,7089,31.339,ok
swebench,64,20,2,16848,512,17360,40.087,ok
swebench,64,20,3,30845,512,31357,75.896,ok
swebench,64,21,0,179,512,691,13.948,ok
swebench,64,21,1,6697,429,7126,29.053,ok
swebench,64,21,2,16868,512,17380,40.265,ok
swebench,64,21,3,30948,505,31453,77.694,ok
swebench,64,22,0,179,512,691,13.953,ok
swebench,64,22,1,6687,512,7199,41.5,ok
swebench,64,22,2,16978,512,17490,61.56,ok
swebench,64,22,3,31088,512,31600,89.119,ok
swebench,64,23,0,179,512,691,13.974,ok
swebench,64,23,1,6699,512,7211,45.353,ok
swebench,64,23,2,16906,512,17418,67.326,ok
swebench,64,23,3,30886,427,31313,83.972,ok
swebench,64,24,0,179,482,661,12.31,ok
swebench,64,24,1,6669,453,7122,26.715,ok
swebench,64,24,2,16926,512,17438,40.563,ok
swebench,64,24,3,30932,512,31444,75.832,ok
swebench,64,25,0,179,512,691,13.954,ok
swebench,64,25,1,6645,434,7079,31.128,ok
swebench,64,25,2,16836,431,17267,31.078,ok
swebench,64,25,3,30664,459,31123,69.838,ok
swebench,64,26,0,179,512,691,13.977,ok
swebench,64,26,1,6697,417,7114,30.477,ok
swebench,64,26,2,16837,512,17349,41.148,ok
swebench,64,26,3,30696,512,31208,80.333,ok
swebench,64,27,0,179,512,691,13.964,ok
swebench,64,27,1,6720,383,7103,25.085,ok
swebench,64,27,2,16747,428,17175,31.627,ok
swebench,64,27,3,30688,461,31149,57.259,ok
swebench,64,28,0,179,512,691,13.972,ok
swebench,64,28,1,6666,463,7129,35.656,ok
swebench,64,28,2,16987,512,17499,42.801,ok
swebench,64,28,3,31011,512,31523,89.793,ok
swebench,64,29,0,179,512,691,13.949,ok
swebench,64,29,1,6664,480,7144,36.014,ok
swebench,64,29,2,16784,512,17296,44.404,ok
swebench,64,29,3,30887,512,31399,94.224,ok
swebench,64,30,0,179,512,691,13.967,ok
swebench,64,30,1,6676,480,7156,37.476,ok
swebench,64,30,2,16812,512,17324,44.828,ok
swebench,64,30,3,30801,512,31313,96.067,ok
swebench,64,31,0,179,512,691,13.947,ok
swebench,64,31,1,6655,512,7167,41.2,ok
swebench,64,31,2,16962,512,17474,61.204,ok
swebench,64,31,3,31022,512,31534,89.701,ok
swebench,64,32,0,179,512,691,13.965,ok
swebench,64,32,1,6652,512,7164,44.049,ok
swebench,64,32,2,16872,512,17384,65.409,ok
swebench,64,32,3,30779,512,31291,88.154,ok
swebench,64,33,0,179,512,691,13.959,ok
swebench,64,33,1,6706,512,7218,42.839,ok
swebench,64,33,2,16926,512,17438,62.993,ok
swebench,64,33,3,30782,512,31294,90.639,ok
swebench,64,34,0,179,464,643,10.989,ok
swebench,64,34,1,6720,412,7132,23.105,ok
swebench,64,34,2,16894,512,17406,38.02,ok
swebench,64,34,3,30889,512,31401,63.197,ok
swebench,64,35,0,179,419,598,8.706,ok
swebench,64,35,1,6661,493,7154,27.608,ok
swebench,64,35,2,17002,512,17514,38.087,ok
swebench,64,35,3,31066,512,31578,63.195,ok
swebench,64,36,0,179,473,652,11.817,ok
swebench,64,36,1,6730,512,7242,34.075,ok
swebench,64,36,2,17018,512,17530,41.675,ok
swebench,64,36,3,31159,499,31658,79.339,ok
swebench,64,37,0,179,450,629,10.146,ok
swebench,64,37,1,6676,452,7128,25.505,ok
swebench,64,37,2,16908,512,17420,37.897,ok
swebench,64,37,3,30950,512,31462,62.74,ok
swebench,64,38,0,179,443,622,9.724,ok
swebench,64,38,1,6581,512,7093,31.115,ok
swebench,64,38,2,16847,489,17336,37.514,ok
swebench,64,38,3,30842,512,31354,74.723,ok
swebench,64,39,0,179,512,691,13.968,ok
swebench,64,39,1,6737,512,7249,44.953,ok
swebench,64,39,2,17034,512,17546,66.082,ok
swebench,64,39,3,31060,512,31572,86.708,ok
swebench,64,40,0,179,512,691,13.954,ok
swebench,64,40,1,6636,502,7138,39.656,ok
swebench,64,40,2,17006,512,17518,58.05,ok
swebench,64,40,3,31014,512,31526,91.729,ok
swebench,64,41,0,179,512,691,13.936,ok
swebench,64,41,1,6719,512,7231,39.991,ok
swebench,64,41,2,17102,355,17457,51.245,ok
swebench,64,41,3,31082,484,31566,88.48,ok
swebench,64,42,0,179,512,691,13.932,ok
swebench,64,42,1,6717,512,7229,39.383,ok
swebench,64,42,2,17004,512,17516,55.477,ok
swebench,64,42,3,31053,512,31565,93.275,ok
swebench,64,43,0,179,512,691,13.961,ok
swebench,64,43,1,6769,512,7281,43.728,ok
swebench,64,43,2,16953,512,17465,64.637,ok
swebench,64,43,3,30875,512,31387,89.183,ok
swebench,64,44,0,179,512,691,13.937,ok
swebench,64,44,1,6648,512,7160,39.983,ok
swebench,64,44,2,16785,512,17297,59.599,ok
swebench,64,44,3,30778,512,31290,90.849,ok
swebench,64,45,0,179,486,665,12.903,ok
swebench,64,45,1,6656,512,7168,33.91,ok
swebench,64,45,2,16999,512,17511,41.079,ok
swebench,64,45,3,31029,512,31541,82.079,ok
swebench,64,46,0,179,512,691,13.969,ok
swebench,64,46,1,6719,512,7231,45.346,ok
swebench,64,46,2,16878,512,17390,66.496,ok
swebench,64,46,3,30757,407,31164,84.443,ok
swebench,64,47,0,179,512,691,13.964,ok
swebench,64,47,1,6721,427,7148,31.587,ok
swebench,64,47,2,16983,512,17495,40.955,ok
swebench,64,47,3,31016,512,31528,81.089,ok
swebench,64,48,0,179,512,691,13.928,ok
swebench,64,48,1,6747,512,7259,39.366,ok
swebench,64,48,2,17017,512,17529,53.908,ok
swebench,64,48,3,30885,512,31397,92.968,ok
swebench,64,49,0,179,512,691,13.932,ok
swebench,64,49,1,6714,436,7150,29.489,ok
swebench,64,49,2,16762,499,17261,38.197,ok
swebench,64,49,3,30755,512,31267,76.422,ok
swebench,64,50,0,179,512,691,13.946,ok
swebench,64,50,1,6755,512,7267,41.805,ok
swebench,64,50,2,16992,512,17504,61.905,ok
swebench,64,50,3,30812,512,31324,88.547,ok
swebench,64,51,0,179,512,691,13.904,ok
swebench,64,51,1,6681,512,7193,38.998,ok
swebench,64,51,2,16911,495,17406,42.43,ok
swebench,64,51,3,30863,458,31321,91.287,ok
swebench,64,52,0,179,512,691,13.91,ok
swebench,64,52,1,6684,378,7062,22.423,ok
swebench,64,52,2,16729,512,17241,38.684,ok
swebench,64,52,3,30753,512,31265,64.299,ok
swebench,64,53,0,179,512,691,13.985,ok
swebench,64,53,1,6757,512,7269,46.294,ok
swebench,64,53,2,16989,424,17413,55.736,ok
swebench,64,53,3,30882,498,31380,89.68,ok
swebench,64,54,0,179,512,691,13.99,ok
swebench,64,54,1,6712,431,7143,33.306,ok
swebench,64,54,2,16777,463,17240,37.436,ok
swebench,64,54,3,30635,466,31101,74.759,ok
swebench,64,55,0,179,512,691,13.989,ok
swebench,64,55,1,6748,460,7208,36.979,ok
swebench,64,55,2,16960,512,17472,43.722,ok
swebench,64,55,3,30852,512,31364,94.923,ok
swebench,64,56,0,179,512,691,13.987,ok
swebench,64,56,1,6720,512,7232,46.684,ok
swebench,64,56,2,16915,512,17427,69.275,ok
swebench,64,56,3,31044,512,31556,82.006,ok
swebench,64,57,0,179,512,691,13.985,ok
swebench,64,57,1,6794,442,7236,33.839,ok
swebench,64,57,2,17056,512,17568,41.814,ok
swebench,64,57,3,31032,512,31544,83.441,ok
swebench,64,58,0,179,512,691,13.996,ok
swebench,64,58,1,6772,512,7284,48.325,ok
swebench,64,58,2,17110,512,17622,70.556,ok
swebench,64,58,3,31151,512,31663,79.58,ok
swebench,64,59,0,179,450,629,10.154,ok
swebench,64,59,1,6706,423,7129,23.959,ok
swebench,64,59,2,16976,459,17435,35.286,ok
swebench,64,59,3,30908,512,31420,64.45,ok
swebench,64,60,0,179,512,691,13.993,ok
swebench,64,60,1,6757,512,7269,47.727,ok
swebench,64,60,2,17036,383,17419,52.607,ok
swebench,64,60,3,30827,404,31231,80.273,ok
swebench,64,61,0,179,512,691,13.989,ok
swebench,64,61,1,6743,440,7183,34.267,ok
swebench,64,61,2,16915,497,17412,40.614,ok
swebench,64,61,3,30899,512,31411,82.44,ok
swebench,64,62,0,179,410,589,8.227,ok
swebench,64,62,1,6637,512,7149,29.448,ok
swebench,64,62,2,16897,512,17409,38.768,ok
swebench,64,62,3,30979,512,31491,72.785,ok
swebench,64,63,0,179,512,691,13.991,ok
swebench,64,63,1,6740,448,7188,35.298,ok
swebench,64,63,2,16892,511,17403,42.211,ok
swebench,64,63,3,30843,493,31336,81.226,ok
terminalbench,32,0,0,100,256,356,4.164,ok
terminalbench,32,0,1,1609,256,1865,5.953,ok
terminalbench,32,0,2,3995,256,4251,7.044,ok
terminalbench,32,0,3,7305,256,7561,8.583,ok
terminalbench,32,0,4,11548,256,11804,9.913,ok
terminalbench,32,0,5,16661,256,16917,14.947,ok
terminalbench,32,0,6,22686,256,22942,30.815,ok
terminalbench,32,0,7,29566,256,29822,34.104,ok
terminalbench,32,1,0,102,256,358,4.103,ok
terminalbench,32,1,1,1598,256,1854,5.977,ok
terminalbench,32,1,2,4008,256,4264,7.038,ok
terminalbench,32,1,3,7313,256,7569,8.583,ok
terminalbench,32,1,4,11506,256,11762,9.894,ok
terminalbench,32,1,5,16555,256,16811,14.939,ok
terminalbench,32,1,6,22591,256,22847,29.277,ok
terminalbench,32,1,7,29441,256,29697,33.428,ok
terminalbench,32,2,0,100,256,356,4.183,ok
terminalbench,32,2,1,1562,256,1818,6.177,ok
terminalbench,32,2,2,3905,256,4161,7.392,ok
terminalbench,32,2,3,7139,256,7395,9.492,ok
terminalbench,32,2,4,11322,256,11578,10.932,ok
terminalbench,32,2,5,16463,256,16719,17.477,ok
terminalbench,32,2,6,22449,256,22705,45.799,ok
terminalbench,32,2,7,29357,256,29613,26.596,ok
terminalbench,32,3,0,102,256,358,4.175,ok
terminalbench,32,3,1,1593,256,1849,5.999,ok
terminalbench,32,3,2,3972,256,4228,7.053,ok
terminalbench,32,3,3,7278,256,7534,8.773,ok
terminalbench,32,3,4,11475,256,11731,10.338,ok
terminalbench,32,3,5,16558,256,16814,15.569,ok
terminalbench,32,3,6,22596,256,22852,38.544,ok
terminalbench,32,3,7,29542,256,29798,34.281,ok
terminalbench,32,4,0,100,256,356,4.178,ok
terminalbench,32,4,1,1625,256,1881,6.179,ok
terminalbench,32,4,2,4027,256,4283,7.388,ok
terminalbench,32,4,3,7334,256,7590,9.194,ok
terminalbench,32,4,4,11462,256,11718,10.935,ok
terminalbench,32,4,5,16596,256,16852,16.553,ok
terminalbench,32,4,6,22543,256,22799,45.072,ok
terminalbench,32,4,7,29526,256,29782,28.484,ok
terminalbench,32,5,0,100,256,356,4.244,ok
terminalbench,32,5,1,1602,256,1858,6.802,ok
terminalbench,32,5,2,3990,256,4246,7.293,ok
terminalbench,32,5,3,7282,256,7538,9.204,ok
terminalbench,32,5,4,11490,256,11746,11.244,ok
terminalbench,32,5,5,16534,256,16790,18.714,ok
terminalbench,32,5,6,22512,256,22768,46.509,ok
terminalbench,32,5,7,29422,256,29678,24.145,ok
terminalbench,32,6,0,102,256,358,4.172,ok
terminalbench,32,6,1,1619,256,1875,6.095,ok
terminalbench,32,6,2,3972,256,4228,7.173,ok
terminalbench,32,6,3,7273,256,7529,8.901,ok
terminalbench,32,6,4,11516,256,11772,10.608,ok
terminalbench,32,6,5,16632,256,16888,15.596,ok
terminalbench,32,6,6,22669,256,22925,41.811,ok
terminalbench,32,6,7,29562,256,29818,30.605,ok
terminalbench,32,7,0,100,256,356,4.169,ok
terminalbench,32,7,1,1606,256,1862,6.477,ok
terminalbench,32,7,2,4006,256,4262,7.403,ok
terminalbench,32,7,3,7285,256,7541,9.483,ok
terminalbench,32,7,4,11425,256,11681,10.944,ok
terminalbench,32,7,5,16469,256,16725,18.42,ok
terminalbench,32,7,6,22472,256,22728,46.475,ok
terminalbench,32,7,7,29314,256,29570,24.747,ok
terminalbench,32,8,0,102,256,358,4.168,ok
terminalbench,32,8,1,1589,256,1845,5.97,ok
terminalbench,32,8,2,3994,256,4250,7.056,ok
terminalbench,32,8,3,7281,256,7537,8.587,ok
terminalbench,32,8,4,11438,256,11694,9.935,ok
terminalbench,32,8,5,16483,256,16739,14.938,ok
terminalbench,32,8,6,22420,256,22676,34.608,ok
terminalbench,32,8,7,29298,256,29554,36.072,ok
terminalbench,32,9,0,100,256,356,4.174,ok
terminalbench,32,9,1,1583,256,1839,6.081,ok
terminalbench,32,9,2,3937,256,4193,6.971,ok
terminalbench,32,9,3,7215,256,7471,8.767,ok
terminalbench,32,9,4,11405,256,11661,10.014,ok
terminalbench,32,9,5,16508,256,16764,15.598,ok
terminalbench,32,9,6,22564,256,22820,38.199,ok
terminalbench,32,9,7,29446,256,29702,34.846,ok
terminalbench,32,10,0,100,256,356,4.17,ok
terminalbench,32,10,1,1619,256,1875,6.875,ok
terminalbench,32,10,2,4048,256,4304,7.295,ok
terminalbench,32,10,3,7381,256,7637,9.487,ok
terminalbench,32,10,4,11617,256,11873,11.272,ok
terminalbench,32,10,5,16714,256,16970,19.655,ok
terminalbench,32,10,6,22665,256,22921,52.557,ok
terminalbench,32,10,7,29581,256,29837,16.899,ok
terminalbench,32,11,0,102,256,358,4.171,ok
terminalbench,32,11,1,1595,256,1851,6.477,ok
terminalbench,32,11,2,3993,256,4249,7.393,ok
terminalbench,32,11,3,7259,256,7515,9.202,ok
terminalbench,32,11,4,11461,256,11717,10.922,ok
terminalbench,32,11,5,16536,256,16792,16.869,ok
terminalbench,32,11,6,22588,256,22844,45.429,ok
terminalbench,32,11,7,29433,256,29689,27.547,ok
terminalbench,32,12,0,100,256,356,4.168,ok
terminalbench,32,12,1,1616,256,1872,6.473,ok
terminalbench,32,12,2,4015,256,4271,7.103,ok
terminalbench,32,12,3,7347,256,7603,9.195,ok
terminalbench,32,12,4,11549,256,11805,10.925,ok
terminalbench,32,12,5,16612,256,16868,15.921,ok
terminalbench,32,12,6,22682,256,22938,45.08,ok
terminalbench,32,12,7,29530,256,29786,29.028,ok
terminalbench,32,13,0,100,256,356,4.177,ok
terminalbench,32,13,1,1613,256,1869,6.084,ok
terminalbench,32,13,2,4011,256,4267,7.084,ok
terminalbench,32,13,3,7336,256,7592,8.68,ok
terminalbench,32,13,4,11488,256,11744,10.614,ok
terminalbench,32,13,5,16609,256,16865,15.898,ok
terminalbench,32,13,6,22652,256,22908,40.846,ok
terminalbench,32,13,7,29574,256,29830,31.533,ok
terminalbench,32,14,0,102,256,358,4.171,ok
terminalbench,32,14,1,1585,256,1841,5.999,ok
terminalbench,32,14,2,3940,256,4196,7.049,ok
terminalbench,32,14,3,7194,256,7450,8.589,ok
terminalbench,32,14,4,11434,256,11690,10.203,ok
terminalbench,32,14,5,16539,256,16795,15.587,ok
terminalbench,32,14,6,22549,256,22805,37.221,ok
terminalbench,32,14,7,29394,256,29650,35.755,ok
terminalbench,32,15,0,102,256,358,4.174,ok
terminalbench,32,15,1,1587,256,1843,6.173,ok
terminalbench,32,15,2,3957,256,4213,7.099,ok
terminalbench,32,15,3,7283,256,7539,9.202,ok
terminalbench,32,15,4,11527,256,11783,10.602,ok
terminalbench,32,15,5,16626,256,16882,15.915,ok
terminalbench,32,15,6,22597,256,22853,43.756,ok
terminalbench,32,15,7,29532,256,29788,30.868,ok
terminalbench,32,16,0,100,256,356,4.156,ok
terminalbench,32,16,1,1581,256,1837,5.952,ok
terminalbench,32,16,2,3964,256,4220,7.048,ok
terminalbench,32,16,3,7233,256,7489,8.605,ok
terminalbench,32,16,4,11411,256,11667,9.899,ok
terminalbench,32,16,5,16485,256,16741,14.955,ok
terminalbench,32,16,6,22463,256,22719,31.752,ok
terminalbench,32,16,7,29387,256,29643,35.41,ok
terminalbench,32,17,0,102,256,358,4.159,ok
terminalbench,32,17,1,1620,256,1876,5.974,ok
terminalbench,32,17,2,3987,256,4243,7.055,ok
terminalbench,32,17,3,7222,256,7478,8.585,ok
terminalbench,32,17,4,11287,256,11543,9.894,ok
terminalbench,32,17,5,16359,256,16615,14.972,ok
terminalbench,32,17,6,22390,256,22646,33.642,ok
terminalbench,32,17,7,29251,256,29507,35.771,ok
terminalbench,32,18,0,102,256,358,4.161,ok
terminalbench,32,18,1,1612,256,1868,6.874,ok
terminalbench,32,18,2,3964,256,4220,7.308,ok
terminalbench,32,18,3,7306,256,7562,9.768,ok
terminalbench,32,18,4,11517,256,11773,11.287,ok
terminalbench,32,18,5,16584,256,16840,19.968,ok
terminalbench,32,18,6,22547,256,22803,52.897,ok
terminalbench,32,18,7,29414,256,29670,15.971,ok
terminalbench,32,19,0,102,256,358,4.174,ok
terminalbench,32,19,1,1563,256,1819,5.989,ok
terminalbench,32,19,2,3980,256,4236,7.042,ok
terminalbench,32,19,3,7266,256,7522,8.599,ok
terminalbench,32,19,4,11463,256,11719,10.105,ok
terminalbench,32,19,5,16445,256,16701,15.366,ok
terminalbench,32,19,6,22365,256,22621,36.583,ok
terminalbench,32,19,7,29224,256,29480,36.66,ok
terminalbench,32,20,0,102,256,358,4.164,ok
terminalbench,32,20,1,1648,256,1904,6.481,ok
terminalbench,32,20,2,4017,256,4273,7.398,ok
terminalbench,32,20,3,7271,256,7527,9.491,ok
terminalbench,32,20,4,11413,256,11669,10.934,ok
terminalbench,32,20,5,16460,256,16716,17.817,ok
terminalbench,32,20,6,22413,256,22669,46.129,ok
